CASE_T,DISTRICT,CASE_F,BUILD_NAME,LOCATION,LANDA,LANDA_Z,SDATE,SCNT,TRANS_TARGET,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA,RMNOTE,RENT_TYPE,RENT_PERIOD,MANAGE,RENT_SERVICE
買賣,士林區,房地(土地+建物),,中山北路七段219巷10之1號四樓,12.37,,1150409,土地:1建物:1車位:,,"四層,五層",,華廈(10層含以下有電梯),住家用,,,56.57,4,2,2,有,,,3200,56.57,否,,0,0,有,,,,建築物含有：陽台外推。,,,,
租賃,中山區,房屋,,新生北路一段108之3號十樓之13,0,,1150507,土地:建物:1車位:房間個數:,,十層,012,住宅大樓(11層含以上有電梯),住家用,,,6.78,1,0,1,有,有,冷氣1台、熱水器、洗衣機、電視機、冰箱、傢俱,1,1032.45,否,,0,0,,,,,其他：續租案件。,獨立套房,115/05/25至116/05/24,有,社會住宅包租轉租
租賃,南港區,房屋,,研究院路二段35巷9號三樓,0,,1150504,土地:建物:1車位:房間個數:,,三層,004,公寓(無電梯),住家用,,,26.08,3,2,1,有,無,冷氣3台、熱水器、瓦斯或天然氣、傢俱,2,763.04,否,,0,0,,,,,,整棟(戶)出租,115/06/15至116/06/14,無,社會住宅包租轉租
租賃,信義區,房屋,,中坡南路22巷10號二樓,0,,1150505,土地:建物:1車位:房間個數:,,二層,005,公寓(無電梯),住家用,,,37.52,4,2,2,有,無,冷氣5台、熱水器、電視機、瓦斯或天然氣、傢俱,4,1012.79,否,,0,0,,,,,,整棟(戶)出租,115/05/10至116/05/09,無,社會住宅包租轉租
預售屋,北投區,房地(土地+建物)+車位,華固創?園區,臺北市北投區八仙里北投路一段11號,18.26,,1150506,土地:21建物:1車位:4,D棟D3-13F號,十三層,027,廠辦,商業用,見其他登記事項,,198.65,,,,無,,,13043,71.2,否,坡道平面4,30.08,1040,,92.01,6.2,100.44,,,,,
買賣,松山區,房地(土地+建物)+車位,,三民路80巷23號十二樓,5.06,,1141005,土地:1建物:1車位:1,,十二層,,大樓(11層含以上有電梯),見其他登記事項,,,49.01,3,2,2,有,,,5425,131.56,否,坡道平面1,10.51,360,有,,,,,,,,
租賃,中山區,房屋,,新生北路二段66號十一樓之18,0,,1150505,土地:建物:1車位:房間個數:,,十一層,012,住宅大樓(11層含以上有電梯),住商用,,,6.99,1,0,1,有,有,冷氣1台、熱水器、電視機、冰箱、傢俱,1,1287.55,否,,0,0,,,,,其他：續租案件。,獨立套房,115/06/15至116/05/18,有,社會住宅包租轉租
買賣,中正區,房地(土地+建物)+車位,,紹興南街22號十樓,4.83,,1110610,土地:1建物:1車位:1,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,屋頂突出物,地下一層,地下二層,地下三層",,華廈(10層含以下有電梯),見其他登記事項,,,34.09,2,1,1,有,,,3488,126.68,否,塔式車位1,8.53,250,有,,,,預售屋、或土地及建物分件登記案件。114.5.6換約更名,,,,
租賃,中山區,房屋,,林森北路107巷12號二樓,0,,1150426,土地:建物:車位:房間個數:1,,二層,007,華廈(10層含以下有電梯),住家用,,,8,2,0,1,有,無,冷氣1台、洗衣機、電視機、冰箱、傢俱,2,2250,否,,0,0,,,,,,分租套房,115/05/10至116/05/09,無,無
買賣,松山區,房地(土地+建物),,南京東路五段40號十樓之4,2.14,,1150407,土地:1建物:1車位:,,十層,,大樓(11層含以上有電梯),見其他登記事項,,,27.39,3,2,1,有,,,2600,94.93,否,,0,0,有,,,,,,,,
買賣,萬華區,房地(土地+建物),,康定路20號十一樓之6,0.62,,1150411,土地:1建物:1車位:,,十一層,,大樓(11層含以上有電梯),見其他登記事項,,,7.93,1,1,1,有,,,600,75.66,否,,0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,
買賣,中正區,房地(土地+建物),,三元街268號四樓,8.77,,1150412,土地:1建物:1車位:,,"四層,陽臺",,公寓(5樓含以下無電梯),住家用,,,24.52,2,2,1,有,,,1768,72.1,否,,0,0,無,,,,建築物含有：其他增建、頂樓加蓋、陽臺外推。,,,,
買賣,文山區,房地(土地+建物),,興隆路二段203巷52號二樓,6.12,,1141231,土地:1建物:1車位:,,二層,,大樓(11層含以上有電梯),見其他登記事項,,,24.55,4,2,1,有,,,1788,72.83,否,,0,0,有,,,,建築物含有：夾層。,,,,
租賃,萬華區,房屋,,西園路二段198之1號三樓,0,,1150505,土地:建物:1車位:房間個數:,,三層,004,公寓(無電梯),住家用,,,14.93,2,1,1,有,無,無,2,1339.58,否,,0,0,,,,,承租人：多人共同承租，共2人。租賃期間(1150505-1150509為免租期),整棟(戶)出租,115/05/10至116/05/09,無,無
買賣,南港區,房地(土地+建物)+車位,,重陽路547號十樓,18.38,,1150324,土地:1建物:1車位:2,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,地下一層,地下二層,地下三層,見其他登記事項",,大樓(11層含以上有電梯),住家用,,,82.46,4,2,2,有,,,5288,82.04,否,坡道平面2,24.1,500,有,,,,建築物含有：其他增建。,,,,
買賣,中山區,土地,,吉林段三小段0746-0000地號,9.13,,1150519,土地:1建物:0車位:,,,,,,,,0,,,,無,,,322,35.27,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。115年度臺北市政府以容積代金基金採購私有公共設施保留地之交易,,,,
租賃,內湖區,車位,,內湖路二段376巷9之1號等,0,,1150505,土地:建物:車位:1房間個數:,,,,,共有部分,,,4.7,,,,,,,0,0,-,坡道機械1,4.7,2800,,,,,,,115/05/06至116/05/05,,
買賣,松山區,房地(土地+建物)+車位,,三民路80巷23號六樓,5.06,,1150421,土地:1建物:1車位:1,,六層,,大樓(11層含以上有電梯),見其他登記事項,,,47.73,3,2,2,有,,,4800,100.57,是,坡道平面1,9.24,0,有,,,,,,,,
租賃,大安區,房屋,,臨江街93號三樓之1,0,,1150501,土地:建物:車位:房間個數:1,,三層,008,華廈(10層含以下有電梯),商業用,,,6.05,6,0,4,有,有,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,2396.69,否,,0,0,,,,,承租人：多人共同承租，共2人。租金：含下列其他衍生費用：水費、網路費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。其他：續租案件。,分租套房,115/05/23至116/05/22,有,一般代管
買賣,士林區,車位,,華齡街2巷23之1號等共用部分,0.26,,1150410,土地:1建物:1車位:1,,"一層,地下一層,地下二層",014,,共有部分,鋼筋混凝土造,0960122,8.13,,,,無,,,175,0,-,坡道機械1,8.13,175,無,,,,僅車位交易。,,,,
租賃,萬華區,房屋,,康定路36號五樓之1,0,,1150506,土地:建物:1車位:房間個數:,,五層,006,華廈(10層含以下有電梯),商業用,,,11.52,1,1,1,有,有,冷氣2台、熱水器、洗衣機、冰箱、傢俱,2,1718.75,否,,0,0,,,,,此為國家住宅都市更新中心社會住宅包租代管計畫之物件,獨立套房,115/05/10至116/05/09,有,社會住宅包租轉租
買賣,中山區,車位,,龍江路288之3號等,0.12,,1150413,土地:1建物:1車位:1,,"一層,地下一層,地下二層",,,停車空間,,,1.63,,,,無,,,120,0,-,塔式車位1,1.63,120,無,,,,僅車位交易。,,,,
買賣,信義區,房地(土地+建物),,富陽街21巷26弄2號四樓,10.37,,1150426,土地:2建物:1車位:,,"四層,陽臺",,公寓(5樓含以下無電梯),住家用,,,26.49,3,2,1,有,,,1880,70.97,否,,0,0,無,,,,建築物含有：陽台外推、頂樓加蓋、其他增建。,,,,
租賃,北投區,房屋,,吉利街237之1號三樓,0,,1150504,土地:建物:1車位:房間個數:,,三層,005,公寓(無電梯),住家用,,,16.08,2,1,1,有,無,冷氣2台、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,2,1119.4,否,,0,0,,,,,其他：續租案件。,整棟(戶)出租,115/05/21至116/05/20,無,社會住宅代管
租賃,大安區,房屋,,忠孝東路三段251巷12弄2之1號,0,,1150501,土地:建物:車位:房間個數:2,,二層,004,公寓(無電梯),,,,17.38,3,2,2,有,無,冷氣3台、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,4,2359.03,否,,0,0,,,,,承租人：多人共同承租，共4人。A室,分租套房,115/05/01至116/03/31,無,一般轉租
買賣,中正區,房地(土地+建物),,金山北路1號四樓之1,1.82,,1150320,土地:1建物:1車位:,,四層,,大樓(11層含以上有電梯),見其他登記事項,,,13.5,,,,無,,,1150,85.19,否,,0,0,有,,,,,,,,
買賣,中山區,房地(土地+建物),,新生北路二段74號九樓之2,1.46,,1150502,土地:1建物:1車位:,,九層,,大樓(11層含以上有電梯),住家用,,,10.21,2,1,1,有,,,850,83.25,否,,0,0,有,,,,建築物含有：其他增建。公設增建、鐵鋁窗增建,,,,
買賣,大同區,房地(土地+建物)+車位,,鄭州路101號十六樓之5,2.62,,1150131,土地:1建物:1車位:1,,十六層,,大樓(11層含以上有電梯),見其他登記事項,,,37.02,2,1,1,有,,,3668,118.17,否,坡道機械1,7.25,150,有,,,,,,,,
預售屋,信義區,房地(土地+建物)+車位,國美榕遇,臺北市信義區基隆路一段83巷與基隆路一段37巷交叉口,3.64,,1150502,土地:15建物:1車位:1,A棟A9-22F號,二十二層,023,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,45.03,2,2,2,有,,,5436,150.13,否,坡道平面1,11.12,345,,20.29,1.62,23.12,,,,,
租賃,大安區,房屋,,臨江街93號三樓之1,0,,1150501,土地:建物:車位:房間個數:1,,三層,008,華廈(10層含以下有電梯),商業用,,,4.61,6,0,4,有,有,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,2386.12,否,,0,0,,,,,租金：含下列其他衍生費用：水費、網路費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。其他：續租案件。,分租雅房,115/05/05至115/10/04,有,一般代管
租賃,松山區,房屋,,南京東路五段251巷22弄32號三樓,0,,1150507,土地:建物:1車位:房間個數:,,三層,005,公寓(無電梯),住家用,,,26.02,2,2,1,有,無,冷氣2台、熱水器、瓦斯或天然氣,3,1152.96,否,,0,0,,,,,承租人：多人共同承租，共2人。,整棟(戶)出租,115/05/15至116/05/14,無,社會住宅包租轉租
買賣,內湖區,房地(土地+建物)+車位,,新明路323號十二樓之3,20.49,,1150113,土地:1建物:1車位:4,,十二層,,大樓(11層含以上有電梯),見其他登記事項,,,203.64,,,,無,,,12888,70,否,坡道平面4,31.24,820,有,,,,特殊交易情況、條件：毛胚屋。預售屋、或土地及建物分件登記案件。,,,,
買賣,中正區,房地(土地+建物)+車位,,臨沂街33巷46號六樓之2,3.31,,1130531,土地:1建物:1車位:1,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,屋頂突出物,地下一層,地下二層,地下三層",,大樓(11層含以上有電梯),見其他登記事項,,,27.1,1,1,1,有,,,2790,153.8,否,坡道機械1,10.78,280,有,,,,,,,,
預售屋,中正區,房地(土地+建物)+車位,漢皇城?,臺北市中正區武昌街一段11號,3.07,,1140702,土地:13建物:1車位:1,0棟B-18F號,十八層,020,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,51.34,3,2,2,有,,,6194,128.34,否,坡道平面1,5.96,370,,25.91,3.6,21.83,此戶有露臺,,,,
租賃,大安區,房屋,,新生南路一段133巷7號七樓之2,0,,1150507,土地:建物:1車位:房間個數:,,七層,012,住宅大樓(11層含以上有電梯),住商用,,,30.99,2,2,2,有,有,冷氣3台、熱水器、電視機、冰箱、有線電視、網路、傢俱,9,2839.63,否,,0,0,,,,,租金：含下列其他衍生費用：管理費、水費、電費、網路費。,整棟(戶)出租,115/05/19至115/11/18,有,無
買賣,南港區,房地(土地+建物)+車位,,港東街48號十樓,13.46,,1150406,土地:1建物:1車位:1,,十層,,華廈(10層含以下有電梯),見其他登記事項,,,48.11,3,2,2,有,,,5038,119.23,否,坡道平面1,8.54,320,有,,,,,,,,
租賃,大安區,房屋,,浦城街1號四樓,0,,1150428,土地:建物:車位:房間個數:6,,四層,005,公寓(無電梯),住家用,,,4.48,6,1,4,有,無,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,2,3928.57,否,,0,0,,,,,租金：含下列其他衍生費用：網路費、其他-清潔費。,分租雅房,115/05/01至116/04/30,無,一般轉租
買賣,信義區,房地(土地+建物),,吳興街600巷98弄18號,8.89,,1150325,土地:1建物:1車位:,,"一層,停車場",,公寓(5樓含以下無電梯),住家用,,,26.14,3,2,2,有,,,1568,59.98,否,,0,0,無,,,,建築物含有：其他增建。,,,,
買賣,內湖區,土地,,潭美段一小段0434-0000地號,0.27,,1150515,土地:1建物:0車位:,,,,,,,,0,,,,無,,,13,48.15,-,,0,0,無,,,,土地上有：未登記建物。,,,,
買賣,內湖區,土地,,潭美段一小段0436-0000地號,2.04,,1150515,土地:2建物:0車位:,,,,,,,,0,,,,無,,,96,47.06,-,,0,0,無,,,,土地上有：未登記建物。,,,,
租賃,大安區,房屋,,新生南路三段74號三樓,0,,1150506,土地:建物:車位:房間個數:1,,三層,005,公寓(無電梯),住家用,,,5.85,6,1,6,有,無,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路、傢俱,2,3128.21,否,,0,0,,,,,承租人：多人共同承租，共2人。,分租套房,115/05/10至116/05/09,無,一般轉租
預售屋,北投區,房地(土地+建物)+車位,華固創?園區,臺北市北投區八仙里北投路一段11號,14.73,,1150506,土地:21建物:1車位:3,D棟D2-16F號,十六層,027,廠辦,商業用,見其他登記事項,,158.56,,,,無,,,10524,71.21,否,坡道平面3,22.56,840,,76.15,3.09,79.32,,,,,
租賃,萬華區,房屋,,武成街11巷18弄5號二樓,0,,1150506,土地:建物:1車位:房間個數:,,二層,004,公寓(無電梯),住家用,,,26.44,3,1,1,有,無,熱水器、瓦斯或天然氣、傢俱,2,605.14,否,,0,0,,,,,其他：續租案件。,整棟(戶)出租,115/05/18至116/05/17,無,社會住宅代管
租賃,中山區,房屋,,龍江路253號六樓,0,,1150501,土地:建物:車位:房間個數:1,,六層,007,華廈(10層含以下有電梯),住家用,,,3.33,4,2,2,有,有,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,1,2792.79,否,,0,0,,,,,租賃標的：租賃建物部分範圍，且未計入共有部分面積。其他：續租案件。,分租雅房,115/05/01至116/04/30,有,一般轉租
買賣,內湖區,房地(土地+建物),,星雲街74號四樓,12.35,,1150406,土地:1建物:1車位:,,四層,,公寓(5樓含以下無電梯),住家用,,,30.85,3,2,2,有,,,1950,63.21,否,,0,0,無,,,,建築物含有：陽台外推。,,,,
買賣,中山區,車位,,民生東路一段27巷3號等,0.86,,1150520,土地:1建物:1車位:1,,"一層,屋頂突出物,騎樓,雨遮,地下一層,地下二層",,,商業用,,,5.87,,,,無,,,90,0,-,升降機械1,5.86,90,有,,,,僅車位交易。,,,,
租賃,萬華區,房屋,,環河南路一段71號五樓之21,0,,1150505,土地:建物:1車位:房間個數:,,五層,012,住宅大樓(11層含以上有電梯),住家用,,,5.58,1,0,1,有,有,冷氣1台、熱水器、洗衣機、電視機、冰箱、傢俱,1,1881.72,否,,0,0,,,,,,獨立套房,115/05/08至115/09/08,有,社會住宅包租轉租
買賣,松山區,房地(土地+建物),,八德路三段12巷7弄14號四樓,13.65,,1150326,土地:2建物:1車位:,,四層,,公寓(5樓含以下無電梯),住家用,,,33.66,3,2,2,有,,,1800,53.48,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,
買賣,中山區,房地(土地+建物)+車位,,北安路554巷29號十一樓,8.24,,1150316,土地:1建物:1車位:1,,十一層,,大樓(11層含以上有電梯),住家用,,,46.58,3,2,2,有,,,4588,117.64,否,坡道平面1,10.13,300,有,,,,建築物含有：陽台外推、其他增建。,,,,
租賃,內湖區,房屋,,行善路25巷1弄13號二樓,0,,1150503,土地:建物:1車位:房間個數:,,二層,009,華廈(10層含以下有電梯),住家用,,,38.53,3,2,2,有,有,冷氣4台、熱水器、瓦斯或天然氣,3,830.52,否,,0,0,,,,,承租人：多人共同承租，共2人。,整棟(戶)出租,115/05/10至116/05/09,有,無
買賣,北投區,房地(土地+建物)+車位,,文林北路125號三樓,9.43,,1111016,土地:2建物:1車位:1,,三層,,大樓(11層含以上有電梯),見其他登記事項,,,56.69,3,2,2,有,,,5830,115.66,否,坡道平面1,8.79,290,有,,,,預售屋、或土地及建物分件登記案件。,,,,
買賣,北投區,房地(土地+建物),,大興街24巷8弄5號,10.83,,1150111,土地:1建物:1車位:,,一層,,公寓(5樓含以下無電梯),住家用,,,30.08,3,1,2,有,,,2250,74.8,否,,0,0,無,,,,建築物含有：其他增建。,,,,
預售屋,北投區,房地(土地+建物)+車位,華固創?園區,臺北市北投區八仙里北投路一段11號,14.73,,1150506,土地:21建物:1車位:4,D棟D3-16F號,十六層,027,廠辦,商業用,見其他登記事項,,166.08,,,,無,,,10804,71.21,否,坡道平面4,30.08,1120,,76.15,3.09,86.84,,,,,
租賃,大同區,房屋,,民生西路271號,0,,1150504,土地:建物:1車位:房間個數:,,見其他登記事項,003,透天厝,,,,49.64,3,3,3,有,無,冷氣12台、熱水器、洗衣機、電視機、冰箱、有線電視、傢俱,16,0,-,,0,0,,,,,租金：含稅。,,115/05/05至118/05/04,無,
租賃,信義區,房屋,,基隆路二段179號五樓之3,0,,1150505,土地:建物:1車位:房間個數:,,五層,015,住宅大樓(11層含以上有電梯),住家用,,,39.56,2,2,2,有,有,冷氣3台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,13,3311.43,否,,0,0,,,,,承租人：多人共同承租，共4人。,整棟(戶)出租,115/05/05至115/07/11,有,一般轉租
買賣,文山區,土地,,興隆段三小段0522-0000地號,30.55,,1150525,土地:2建物:0車位:,,,,,,,,0,,,,無,,,4277,140,-,,0,0,無,,,,,,,,
租賃,萬華區,房屋,,環河南路一段71號二樓之25,0,,1150505,土地:建物:1車位:房間個數:,,二層,012,住宅大樓(11層含以上有電梯),見使用執照,,,6.59,1,1,1,有,有,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,1,1669.2,否,,0,0,,,,,其他：續租案件。,獨立套房,115/05/20至116/05/19,有,社會住宅代管
